"DATE","CPI","Exchange Rate","Interest Rate","Nighttime Light","Instability of Regime","Instability within Regime","Mass Civil Protest","Political Violence","Commodity Price Index"
"2020.01.01",4.00233669,0.631472453586301,3.5,0.128786269045723,-0.564592226876064,-0.944154167770087,-0.650620002180832,-0.246114519932133,-0.0634275178247989
"2020.02.01",4.035007293,0.189051861748091,3.5,0.238590607765128,-0.764352874338417,-1.07589754699712,-0.86161808276458,-0.324220216046199,-0.921887598635718
"2020.03.01",6.938348294,1.12904661056961,3.25,0.208668728845191,-0.561384990518592,-0.673220725359755,-0.86161808276458,-0.529956922769878,-2.08762456781783
"2020.04.01",11.67139978,0.944031104106635,3.25,0.18910693984774,-0.764352874338417,-0.234675292429777,-0.86161808276458,0.157236855092354,-0.947272617328643
"2020.05.01",13.05043715,4.83166871418836,3.25,0.201357350716725,-0.565192903380852,-0.809778682444565,-0.461751722980773,0.0609990162530464,1.08992868053022
"2020.06.01",15.30965473,3.38799632684479,3.25,0.223583881127285,-0.764352874338417,0.41412807157978,0.519960953384162,0.221162937816031,1.68578181386085
"2020.07.01",19.14601743,4.10593962844263,3.25,0.264161311073881,-0.196207818483744,0.684301508035095,0.942440229422015,0.0581526106539274,1.35753190453303
"2020.08.01",19.72366051,0.886608002796052,3.25,0.203938635302798,-0.764352874338417,-2.21397756762755,-0.459117852354299,-0.100054815662851,0.362603861973088
"2020.09.01",19.84807106,0.0290885756824011,3.25,0.181215954545032,-0.564106436452755,-1.2864197570351,-0.12776637606391,0.262625259819804,0.224995261456362
"2020.10.01",20.06512255,0.102247712902237,3.25,0.266697043295904,-0.390081431019969,-0.253810427162754,-0.655403452855804,-0.350804812603707,-0.0348793475246745
"2020.11.01",20.38223584,0.114772201258617,3.25,0.219678206455541,-0.764352874338417,-1.1029646287186,-0.86161808276458,-1.2549982658085,0.712759175338262
"2020.12.01",20.67077779,0.205492826940024,3.25,0.294215068109164,0.463527770486107,0.265940448410799,-0.86161808276458,-0.812668506748313,1.39230216503317
"2021.01.01",20.40518596,0.335227996967546,3.25,0.248786269045723,1.06734386655395,0.882411657681947,-0.467133345114049,0.0864701611515657,0.424199790957069
"2021.02.01",20.16374908,0.225199306653501,3.25,0.228590607765128,-0.399268721145293,-0.620268897422346,-0.312715404077391,0.625032614959682,0.909548997069476
"2021.03.01",16.89765744,0.0195278748159389,3.25,0.318668728845191,-0.404601289225473,-0.221171270892568,-0.484272757792097,0.0462811601048081,0.715564945315905
"2021.04.01",11.97097542,0.246305158269422,3.25,0.19910693984774,0.39788653665849,-0.647779520009708,0.718925927136544,-0.339366572903573,0.286061092323897
"2021.05.01",10.71882321,0.162444782697424,3.25,0.241357350716725,-0.764352874338417,-0.139337724586464,0.181475333848836,0.622243589753061,1.0315152876694
"2021.06.01",8.697863104,0.0174962539139401,3.25,0.223583881127285,-0.425667469170495,-0.503282453959076,-0.86161808276458,0.310531350367059,-0.596465619190045
"2021.07.01",5.372919449,-0.0254594701248223,3.25,0.244161311073881,-0.590181659894053,-0.431798619257904,-0.0792519929247483,-0.0234496229319211,-0.343631890799267
"2021.08.01",4.827279312,0.15104883293553,3.25,0.268938635302798,-0.764352874338417,-1.5799875235875,-0.675504812006598,0.0149801631769093,-0.368787530290815
"2021.09.01",4.806598849,0.0561150667191868,3.25,0.251215954545032,-0.590191614548507,-0.599161543430959,-0.212210355764199,0.412673267842549,-0.0965015967185345
"2021.10.01",4.600810738,0.225265630454086,3.25,0.266697043295904,-0.426738508826632,0.236631396290515,1.26213482679539,-0.204825571033238,0.731690429579679
"2021.11.01",4.394342715,0.106079840156426,3.5,0.259678206455541,-0.596605526562761,-0.390900151420772,-0.372173146372464,0.815725218609728,-0.346951032186704
"2021.12.01",4.153806299,0.00422421502506154,3.5,0.294215068109164,-0.764352874338417,-0.837164526332484,0.122633202756909,-0.0134373030593451,-0.544617800535596
"2022.01.01",4.158594079,-0.0161354753655196,3.5,0.298786269045723,-0.764352874338417,-1.89386198348112,-0.286798943872388,-1.20502888970868,0.423973831477142
"2022.02.01",4.266009168,0.0467009287315356,3.5,0.318590607765128,-0.764352874338417,-0.0229639553757955,-0.306453463220742,0.331243658296273,0.236323672102356
"2022.03.01",4.698847116,-0.0215113838143211,4,0.198668728845191,-0.764352874338417,-0.217255463614724,0.302048561763927,0.341582404038323,0.524466759731124
"2022.04.01",5.11318273,0.178303567852289,4,0.20910693984774,-0.619435151752497,-1.90686743770069,-0.566122175538942,-0.0149426594994417,-0.288851471034568
"2022.05.01",5.527524169,0.0557488282689533,4,0.251357350716725,-0.621399587753229,-0.400802977647471,-0.202010417325763,0.45077470642479,-0.931870812927371
"2022.06.01",6.496473925,0.00179965568305462,4,0.252764208996137,-0.486548191655137,-0.600185925127596,-0.0917938539947968,-0.20541972027692,-0.440626389498755
"2022.07.01",7.08149636,0.017497920171472,4,0.194161311073881,-0.364873983946177,-0.409904866127225,1.31351162709804,0.358165490290376,-2.4671595772996
"2022.08.01",7.915710069,0.156504340459485,4,0.298938635302798,-0.764352874338417,-0.767525605864566,-0.441601531684496,0.250773394754741,0.490330992878985
"2022.09.01",9.046896501,0.21442061575847,4.5,0.361215954545032,-0.764352874338417,-2.21397756762755,0.283000055199795,-0.541710857154806,-0.62353202520341
"2022.10.01",9.770020403,0.00756860297910222,4.5,0.336697043295904,-0.764352874338417,-1.07158379694533,-0.712189273544972,-0.160712116413191,-0.100544483451515
"2022.11.01",10.44525699,0.0695420043395067,4.5,0.299678206455541,-0.624463764469943,-0.968725143279776,-0.86161808276458,-0.0549490021785217,0.523614986749887
"2022.12.01",11.55297525,0.0998315661107974,4.5,0.294215068109164,-0.764352874338417,-0.492730160099667,-0.115109851685318,0.332030180750049,0.288714491334696
"2023.01.01",13.62807629,0.815263944670885,4.5,0.248786269045723,-0.764352874338417,-0.252749993939764,0.716422407449171,0.649964379815384,1.04422424733117
"2023.02.01",14.84320286,0.171026861575108,4.5,0.248590607765128,-0.764352874338417,-0.0618895166156573,-0.547796736121657,0.228777806632441,-0.0358748955690436
"2023.03.01",17.19924375,0.0167570946085327,5,0.328668728845191,-0.463916594070673,-0.787080448457294,-0.405363346498358,0.377560680008866,-0.144976171869116
"2023.04.01",18.94980902,2.26565175423623,5,0.28910693984774,-0.604858304957689,-1.42449447169431,-0.537768458336228,0.256855710411699,0.127347160005686
"2023.05.01",20.3919017,10.6242134892735,5,0.231357350716725,-0.764352874338417,-0.106657384030063,0.318372452687596,0.145790478854887,-0.962414196739714
"2023.06.01",21.42420926,4.03757765130823,5,0.273583881127285,-0.764352874338417,0.135343051578374,-0.115190870218501,0.952673432151616,0.239873691231396
"2023.07.01",25.38299984,0.658440068947197,5,0.314161311073881,-0.451808086208522,0.0300264738370504,-0.533126279127612,-0.133791155563045,0.3067414101521
"2023.08.01",28.34591366,2.48151426700742,5,0.303938635302798,-0.618359144538557,-0.662074072091813,0.837135592792337,-0.00655554274855619,-0.0299970203062272
"2023.09.01",29.71604232,-1.85522065250243,5,0.301215954545032,-0.619888521160454,0.00930228637882991,0.757834027553771,-0.171127586696281,0.106753079081212
"2023.10.01",31.32769366,3.63817092276637,5,0.276697043295904,-0.764352874338417,0.368379846888122,0.216535693680344,0.385629791355514,-0.586754188558358
"2023.11.01",33.07796235,3.21044204670162,5,0.319678206455541,0.331045770779037,1.10435535500171,-0.69987706111987,0.149757223088542,0.199802154794115
"2023.12.01",33.8907768,1.45243613925281,5,0.314215068109164,1.3373468550187,2.00321205476333,1.81491588090497,0.728733443847769,0.191375407978289
"2024.01.01",32.63526197,1.61915945083582,5,0.308786269045723,0.0125993659534675,0.991994694109889,0.93759946669787,-0.514198878155661,-0.0572775327606356
"2024.02.01",32.51499416,1.44822484208058,5,0.298590607765128,-0.349028052917668,0.0694652746126555,-0.86161808276458,0.21387867966277,-0.0117488548143641
"2024.03.01",30.32876111,1.60096587069196,5,0.238668728845191,-0.764352874338417,-1.29679744639122,-0.176093252506722,-0.435294219673791,0.617272861358886
"2024.04.01",28.38584897,0.0116395448307216,5,0.32910693984774,-0.615601500325014,-0.568774634322939,-0.704134532079325,-0.125472658981253,1.06840506595665
"2024.05.01",27.66287964,0.367503588756524,5,0.311357350716725,0.494643215869286,0.533097355803899,-0.420539087633997,0.650069427354796,0.622156816362329
